Timestamp,Stored energy [MWh],SoC [-],Charge [MWh],Discharge [MWh],Day-ahead buy [MWh],Day-ahead sell [MWh],FCR Capacity [MW],aFRR Capacity POS [MW],aFRR Capacity NEG [MW]
2024-01-01 00:00:00,5.52,0.552,0.52004,0.0,0.52004,0.0,1.60559,0.71568,0.02288
2024-01-01 00:15:00,6.0292,0.60292,0.50919,0.0,0.50919,0.0,1.60559,0.71568,0.02288
2024-01-01 00:30:00,6.5277,0.65277,0.49843,0.0,0.49843,0.0,1.60559,0.71568,0.02288
2024-01-01 00:45:00,7.0154,0.70154,0.48778,0.0,0.48778,0.0,1.60559,0.71568,0.02288
2024-01-01 01:00:00,7.4928,0.74928,0.47739,0.0,0.47739,0.0,1.60559,0.71568,0.02288
2024-01-01 01:15:00,7.9599,0.79599,0.46703,0.0,0.46703,0.0,1.60559,0.71568,0.02288
2024-01-01 01:30:00,8.4167,0.84167,0.45685,0.0,0.45685,0.0,1.60559,0.71568,0.02288
2024-01-01 01:45:00,8.8636,0.88636,0.44686,0.0,0.44686,0.0,1.60559,0.71568,0.02288
2024-01-01 02:00:00,9.0,0.9,0.43709,0.0,0.43709,0.0,1.60559,0.71568,0.02288
2024-01-01 02:15:00,9.0,0.9,0.43113,0.0,0.43113,0.0,1.60559,0.71568,0.02288
2024-01-01 02:30:00,9.0,0.9,0.42695,0.0,0.42695,0.0,1.60559,0.71568,0.02288
2024-01-01 02:45:00,9.0,0.9,0.42298,0.0,0.42298,0.0,1.60559,0.71568,0.02288
2024-01-01 03:00:00,9.0,0.9,0.41928,0.0,0.41928,0.0,1.60559,0.71568,0.02288
2024-01-01 03:15:00,9.0,0.9,0.4158,0.0,0.4158,0.0,1.60559,0.71568,0.02288
2024-01-01 03:30:00,9.0,0.9,0.4126,0.0,0.4126,0.0,1.60559,0.71568,0.02288
2024-01-01 03:45:00,9.0,0.9,0.4097,0.0,0.4097,0.0,1.60559,0.71568,0.02288
2024-01-01 04:00:00,9.0,0.9,0.35187,0.0,0.35187,0.0,2.42127,0.83444,0.0
2024-01-01 04:15:00,9.0,0.9,0.3493,0.0,0.3493,0.0,2.42127,0.83444,0.0
2024-01-01 04:30:00,9.0,0.9,0.34727,0.0,0.34727,0.0,2.42127,0.83444,0.0
2024-01-01 04:45:00,9.0,0.9,0.34576,0.0,0.34576,0.0,2.42127,0.83444,0.0
2024-01-01 05:00:00,9.0,0.9,0.34479,0.0,0.34479,0.0,2.42127,0.83444,0.0
2024-01-01 05:15:00,9.0,0.9,0.34435,0.0,0.34435,0.0,2.42127,0.83444,0.0
2024-01-01 05:30:00,9.0,0.9,0.34445,0.0,0.34445,0.0,2.42127,0.83444,0.0
2024-01-01 05:45:00,9.0,0.9,0.34507,0.0,0.34507,0.0,2.42127,0.83444,0.0
2024-01-01 06:00:00,9.0,0.9,0.34619,0.0,0.34619,0.0,2.42127,0.83444,0.0
2024-01-01 06:15:00,9.0,0.9,0.34784,0.0,0.34784,0.0,2.42127,0.83444,0.0
2024-01-01 06:30:00,9.0,0.9,0.34998,0.0,0.34998,0.0,2.42127,0.83444,0.0
2024-01-01 06:45:00,9.0,0.9,0.35261,0.0,0.35261,0.0,2.42127,0.83444,0.0
2024-01-01 07:00:00,9.0,0.9,0.3557,0.0,0.3557,0.0,2.42127,0.83444,0.0
2024-01-01 07:15:00,9.0,0.9,0.35924,0.0,0.35924,0.0,2.42127,0.83444,0.0
2024-01-01 07:30:00,9.0,0.9,0.36321,0.0,0.36321,0.0,2.42127,0.83444,0.0
2024-01-01 07:45:00,9.0,0.9,0.36759,0.0,0.36759,0.0,2.42127,0.83444,0.0
2024-01-01 08:00:00,9.0,0.9,0.41465,0.0,0.41465,0.0,2.38363,0.87047,0.0
2024-01-01 08:15:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 08:30:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 08:45:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 09:00:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 09:15:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 09:30:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 09:45:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 10:00:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 10:15:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 10:30:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 10:45:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 11:00:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 11:15:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 11:30:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 11:45:00,9.0,0.9,0.41508,0.0,0.41508,0.0,2.38231,0.86999,0.0
2024-01-01 12:00:00,9.0,0.9,0.23195,0.0,0.23195,0.0,3.01136,1.012,0.0
2024-01-01 12:15:00,9.0,0.9,0.23195,0.0,0.23195,0.0,3.01136,1.012,0.0
2024-01-01 12:30:00,9.0,0.9,0.04094,0.0,0.04094,0.0,3.04791,1.02428,0.0
2024-01-01 12:45:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 13:00:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 13:15:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 13:30:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 13:45:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 14:00:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 14:15:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 14:30:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 14:45:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 15:00:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 15:15:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 15:30:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 15:45:00,9.0,0.9,0.0,0.0,0.0,0.0,3.04791,1.02428,0.0
2024-01-01 16:00:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 16:15:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 16:30:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 16:45:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 17:00:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 17:15:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 17:30:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 17:45:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 18:00:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 18:15:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 18:30:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 18:45:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 19:00:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 19:15:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 19:30:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 19:45:00,9.0,0.9,0.0,0.0,0.0,0.0,2.61477,0.84256,0.0
2024-01-01 20:00:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 20:15:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 20:30:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 20:45:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 21:00:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 21:15:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 21:30:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 21:45:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 22:00:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 22:15:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 22:30:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 22:45:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 23:00:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 23:15:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 23:30:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-01 23:45:00,9.0,0.9,0.0,0.0,0.0,0.0,2.48434,0.74833,0.0
2024-01-02 00:00:00,9.0,0.9,0.0,0.0,0.0,0.0,2.12188,0.72641,0.0
2024-01-02 00:15:00,9.0,0.9,0.28179,0.0,0.28179,0.0,2.12188,0.72641,0.0
2024-01-02 00:30:00,9.0,0.9,0.27166,0.0,0.27166,0.0,2.12188,0.72641,0.0
2024-01-02 00:45:00,9.0,0.9,0.26164,0.0,0.26164,0.0,2.12188,0.72641,0.0
2024-01-02 01:00:00,9.0,0.9,0.28417,0.0,0.28417,0.0,2.12188,0.72641,0.0
2024-01-02 01:15:00,9.0,0.9,0.27491,0.0,0.27491,0.0,2.12188,0.72641,0.0
2024-01-02 01:30:00,9.0,0.9,0.26592,0.0,0.26592,0.0,2.12188,0.72641,0.0
2024-01-02 01:45:00,9.0,0.9,0.25725,0.0,0.25725,0.0,2.12188,0.72641,0.0
2024-01-02 02:00:00,9.0,0.9,0.2168,0.0,0.2168,0.0,2.12188,0.72641,0.0
2024-01-02 02:15:00,9.0,0.9,0.20863,0.0,0.20863,0.0,2.12188,0.72641,0.0
2024-01-02 02:30:00,9.0,0.9,0.20094,0.0,0.20094,0.0,2.12188,0.72641,0.0
2024-01-02 02:45:00,9.0,0.9,0.19377,0.0,0.19377,0.0,2.12188,0.72641,0.0
2024-01-02 03:00:00,9.0,0.9,0.22807,0.0,0.22807,0.0,2.12188,0.72641,0.0
2024-01-02 03:15:00,9.0,0.9,0.22229,0.0,0.22229,0.0,2.12188,0.72641,0.0
2024-01-02 03:30:00,9.0,0.9,0.21709,0.0,0.21709,0.0,2.12188,0.72641,0.0
2024-01-02 03:45:00,9.0,0.9,0.2125,0.0,0.2125,0.0,2.12188,0.72641,0.0
2024-01-02 04:00:00,9.0,0.9,0.25575,0.0,0.25575,0.0,2.34158,0.79007,0.0
2024-01-02 04:15:00,9.0,0.9,0.2526,0.0,0.2526,0.0,2.34158,0.79007,0.0
2024-01-02 04:30:00,9.0,0.9,0.25008,0.0,0.25008,0.0,2.34158,0.79007,0.0
2024-01-02 04:45:00,9.0,0.9,0.24818,0.0,0.24818,0.0,2.34158,0.79007,0.0
2024-01-02 05:00:00,9.0,0.9,0.18884,0.0,0.18884,0.0,2.34158,0.79007,0.0
2024-01-02 05:15:00,9.0,0.9,0.1881,0.0,0.1881,0.0,2.34158,0.79007,0.0
2024-01-02 05:30:00,9.0,0.9,0.188,0.0,0.188,0.0,2.34158,0.79007,0.0
2024-01-02 05:45:00,9.0,0.9,0.18853,0.0,0.18853,0.0,2.34158,0.79007,0.0
2024-01-02 06:00:00,9.0,0.9,0.12187,0.0,0.12187,0.0,2.34158,0.79007,0.0
2024-01-02 06:15:00,9.0,0.9,0.12363,0.0,0.12363,0.0,2.34158,0.79007,0.0
2024-01-02 06:30:00,9.0,0.9,0.126,0.0,0.126,0.0,2.34158,0.79007,0.0
2024-01-02 06:45:00,9.0,0.9,0.12895,0.0,0.12895,0.0,2.34158,0.79007,0.0
2024-01-02 07:00:00,9.0,0.9,0.06216,0.0,0.06216,0.0,2.34158,0.79007,0.0
2024-01-02 07:15:00,9.0,0.9,0.06625,0.0,0.06625,0.0,2.34158,0.79007,0.0
2024-01-02 07:30:00,9.0,0.9,0.07087,0.0,0.07087,0.0,2.34158,0.79007,0.0
2024-01-02 07:45:00,9.0,0.9,0.07601,0.0,0.07601,0.0,2.34158,0.79007,0.0
2024-01-02 08:00:00,9.0,0.9,0.09121,0.0,0.09121,0.0,2.56913,0.72436,0.0
2024-01-02 08:15:00,9.0,0.9,0.0975,0.0,0.0975,0.0,2.56913,0.72436,0.0
2024-01-02 08:30:00,9.0,0.9,0.10424,0.0,0.10424,0.0,2.56913,0.72436,0.0
2024-01-02 08:45:00,9.0,0.9,0.11142,0.0,0.11142,0.0,2.56913,0.72436,0.0
2024-01-02 09:00:00,9.0,0.9,0.12356,0.0,0.12356,0.0,2.56913,0.72436,0.0
2024-01-02 09:15:00,9.0,0.9,0.13155,0.0,0.13155,0.0,2.56913,0.72436,0.0
2024-01-02 09:30:00,9.0,0.9,0.13991,0.0,0.13991,0.0,2.56913,0.72436,0.0
2024-01-02 09:45:00,9.0,0.9,0.14861,0.0,0.14861,0.0,2.56913,0.72436,0.0
2024-01-02 10:00:00,9.0,0.9,0.15121,0.0,0.15121,0.0,2.56913,0.72436,0.0
2024-01-02 10:15:00,9.0,0.9,0.16052,0.0,0.16052,0.0,2.56913,0.72436,0.0
2024-01-02 10:30:00,9.0,0.9,0.17008,0.0,0.17008,0.0,2.56913,0.72436,0.0
2024-01-02 10:45:00,9.0,0.9,0.17986,0.0,0.17986,0.0,2.56913,0.72436,0.0
2024-01-02 11:00:00,9.0,0.9,0.17555,0.0,0.17555,0.0,2.56913,0.72436,0.0
2024-01-02 11:15:00,9.0,0.9,0.18567,0.0,0.18567,0.0,2.56913,0.72436,0.0
2024-01-02 11:30:00,9.0,0.9,0.1959,0.0,0.1959,0.0,2.56913,0.72436,0.0
2024-01-02 11:45:00,9.0,0.9,0.20619,0.0,0.20619,0.0,2.56913,0.72436,0.0
2024-01-02 12:00:00,9.0,0.9,0.05962,0.0,0.05962,0.0,2.88553,0.75344,0.0
2024-01-02 12:15:00,9.0,0.9,0.0718,0.0,0.0718,0.0,2.88553,0.75344,0.0
2024-01-02 12:30:00,9.0,0.9,0.08396,0.0,0.08396,0.0,2.88553,0.75344,0.0
2024-01-02 12:45:00,9.0,0.9,0.09604,0.0,0.09604,0.0,2.88553,0.75344,0.0
2024-01-02 13:00:00,9.0,0.9,0.10366,0.0,0.10366,0.0,2.88553,0.75344,0.0
2024-01-02 13:15:00,9.0,0.9,0.11538,0.0,0.11538,0.0,2.88553,0.75344,0.0
2024-01-02 13:30:00,9.0,0.9,0.12683,0.0,0.12683,0.0,2.88553,0.75344,0.0
2024-01-02 13:45:00,9.0,0.9,0.13794,0.0,0.13794,0.0,2.88553,0.75344,0.0
2024-01-02 14:00:00,9.0,0.9,0.14122,0.0,0.14122,0.0,2.88553,0.75344,0.0
2024-01-02 14:15:00,9.0,0.9,0.15151,0.0,0.15151,0.0,2.88553,0.75344,0.0
2024-01-02 14:30:00,9.0,0.9,0.1613,0.0,0.1613,0.0,2.88553,0.75344,0.0
2024-01-02 14:45:00,9.0,0.9,0.17053,0.0,0.17053,0.0,2.88553,0.75344,0.0
2024-01-02 15:00:00,9.0,0.9,0.17513,0.0,0.17513,0.0,2.88553,0.75344,0.0
2024-01-02 15:15:00,9.0,0.9,0.18313,0.0,0.18313,0.0,2.88553,0.75344,0.0
2024-01-02 15:30:00,9.0,0.9,0.19046,0.0,0.19046,0.0,2.88553,0.75344,0.0
2024-01-02 15:45:00,9.0,0.9,0.19706,0.0,0.19706,0.0,2.88553,0.75344,0.0
2024-01-02 16:00:00,9.0,0.9,0.15688,0.0,0.15688,0.0,2.5577,0.77476,0.0
2024-01-02 16:15:00,9.0,0.9,0.16198,0.0,0.16198,0.0,2.5577,0.77476,0.0
2024-01-02 16:30:00,9.0,0.9,0.16616,0.0,0.16616,0.0,2.5577,0.77476,0.0
2024-01-02 16:45:00,9.0,0.9,0.16941,0.0,0.16941,0.0,2.5577,0.77476,0.0
2024-01-02 17:00:00,9.0,0.9,0.18134,0.0,0.18134,0.0,2.5577,0.77476,0.0
2024-01-02 17:15:00,9.0,0.9,0.18269,0.0,0.18269,0.0,2.5577,0.77476,0.0
2024-01-02 17:30:00,9.0,0.9,0.18311,0.0,0.18311,0.0,2.5577,0.77476,0.0
2024-01-02 17:45:00,9.0,0.9,0.18258,0.0,0.18258,0.0,2.5577,0.77476,0.0
2024-01-02 18:00:00,9.0,0.9,0.21163,0.0,0.21163,0.0,2.5577,0.77476,0.0
2024-01-02 18:15:00,9.0,0.9,0.20927,0.0,0.20927,0.0,2.5577,0.77476,0.0
2024-01-02 18:30:00,9.0,0.9,0.20602,0.0,0.20602,0.0,2.5577,0.77476,0.0
2024-01-02 18:45:00,9.0,0.9,0.20189,0.0,0.20189,0.0,2.5577,0.77476,0.0
2024-01-02 19:00:00,9.0,0.9,0.2427,0.0,0.2427,0.0,2.5577,0.77476,0.0
2024-01-02 19:15:00,9.0,0.9,0.23698,0.0,0.23698,0.0,2.5577,0.77476,0.0
2024-01-02 19:30:00,9.0,0.9,0.23046,0.0,0.23046,0.0,2.5577,0.77476,0.0
2024-01-02 19:45:00,9.0,0.9,0.22318,0.0,0.22318,0.0,2.5577,0.77476,0.0
2024-01-02 20:00:00,9.0,0.9,0.19406,0.0,0.19406,0.0,2.4008,0.72735,0.0
2024-01-02 20:15:00,9.0,0.9,0.18546,0.0,0.18546,0.0,2.4008,0.72735,0.0
2024-01-02 20:30:00,9.0,0.9,0.17618,0.0,0.17618,0.0,2.4008,0.72735,0.0
2024-01-02 20:45:00,9.0,0.9,0.16624,0.0,0.16624,0.0,2.4008,0.72735,0.0
2024-01-02 21:00:00,9.0,0.9,0.20821,0.0,0.20821,0.0,2.4008,0.72735,0.0
